ebuild	crate	version	dyn_dispatch_count	sample_matches
./gentoo-tree/app-shells/zoxide/zoxide-0.9.9.ebuild	clap_complete	4.5.50	33	./crates-cache/clap_complete-4.5.50/src/engine/custom.rs:44:pub struct ArgValueCompleter(Arc<dyn ValueCompleter>);|./crates-cache/clap_complete-4.5.50/src/engine/custom.rs:108:pub struct ArgValueCandidates(Arc<dyn ValueCandidates>);|./crates-cache/clap_complete-4.5.50/src/engine/custom.rs:152:pub struct SubcommandCandidates(Arc<dyn ValueCandidates>);|
./gentoo-tree/app-shells/zoxide/zoxide-0.9.8.ebuild	clap_complete	4.5.50	33	./crates-cache/clap_complete-4.5.50/src/engine/custom.rs:44:pub struct ArgValueCompleter(Arc<dyn ValueCompleter>);|./crates-cache/clap_complete-4.5.50/src/engine/custom.rs:108:pub struct ArgValueCandidates(Arc<dyn ValueCandidates>);|./crates-cache/clap_complete-4.5.50/src/engine/custom.rs:152:pub struct SubcommandCandidates(Arc<dyn ValueCandidates>);|
./gentoo-tree/app-shells/zoxide/zoxide-0.9.7.ebuild	clap_complete	4.5.28	29	./crates-cache/clap_complete-4.5.28/src/engine/custom.rs:28:pub struct ArgValueCandidates(Arc<dyn ValueCandidates>);|./crates-cache/clap_complete-4.5.28/src/engine/custom.rs:107:pub struct ArgValueCompleter(Arc<dyn ValueCompleter>);|./crates-cache/clap_complete-4.5.28/src/engine/custom.rs:169:    filter: Option<Box<dyn Fn(&std::path::Path) -> bool + Send + Sync>>,|
./gentoo-tree/app-shells/zoxide/zoxide-0.9.9.ebuild	clap_builder	4.5.38	28	./crates-cache/clap_builder-4.5.38/src/output/fmt.rs:45:        let writer: &mut dyn std::io::Write = match self.stream {|./crates-cache/clap_builder-4.5.38/src/builder/value_parser.rs:74:    Other(Box<dyn AnyValueParser>),|./crates-cache/clap_builder-4.5.38/src/builder/value_parser.rs:256:    ) -> Option<Box<dyn Iterator<Item = crate::builder::PossibleValue> + '_>> {|
./gentoo-tree/app-shells/zoxide/zoxide-0.9.9.ebuild	anstream	0.6.18	28	./crates-cache/anstream-0.6.18/src/wincon.rs:116:    raw: &mut dyn anstyle_wincon::WinconStream,|./crates-cache/anstream-0.6.18/src/wincon.rs:134:    raw: &mut dyn anstyle_wincon::WinconStream,|./crates-cache/anstream-0.6.18/src/wincon.rs:160:    raw: &mut dyn anstyle_wincon::WinconStream,|
./gentoo-tree/app-shells/zoxide/zoxide-0.9.8.ebuild	clap_builder	4.5.38	28	./crates-cache/clap_builder-4.5.38/src/output/fmt.rs:45:        let writer: &mut dyn std::io::Write = match self.stream {|./crates-cache/clap_builder-4.5.38/src/builder/value_parser.rs:74:    Other(Box<dyn AnyValueParser>),|./crates-cache/clap_builder-4.5.38/src/builder/value_parser.rs:256:    ) -> Option<Box<dyn Iterator<Item = crate::builder::PossibleValue> + '_>> {|
./gentoo-tree/app-shells/zoxide/zoxide-0.9.8.ebuild	anstream	0.6.18	28	./crates-cache/anstream-0.6.18/src/wincon.rs:116:    raw: &mut dyn anstyle_wincon::WinconStream,|./crates-cache/anstream-0.6.18/src/wincon.rs:134:    raw: &mut dyn anstyle_wincon::WinconStream,|./crates-cache/anstream-0.6.18/src/wincon.rs:160:    raw: &mut dyn anstyle_wincon::WinconStream,|
./gentoo-tree/app-shells/zoxide/zoxide-0.9.7.ebuild	clap_builder	4.5.17	28	./crates-cache/clap_builder-4.5.17/src/output/fmt.rs:45:        let writer: &mut dyn std::io::Write = match self.stream {|./crates-cache/clap_builder-4.5.17/src/builder/value_parser.rs:74:    Other(Box<dyn AnyValueParser>),|./crates-cache/clap_builder-4.5.17/src/builder/value_parser.rs:256:    ) -> Option<Box<dyn Iterator<Item = crate::builder::PossibleValue> + '_>> {|
./gentoo-tree/app-shells/mcfly/mcfly-0.5.13-r1.ebuild	aho-corasick	0.7.10	20	./crates-cache/aho-corasick-0.7.10/src/prefilter.rs:67:    fn clone_prefilter(&self) -> Box<dyn Prefilter>;|./crates-cache/aho-corasick-0.7.10/src/prefilter.rs:96:    fn clone_prefilter(&self) -> Box<dyn Prefilter> {|./crates-cache/aho-corasick-0.7.10/src/prefilter.rs:112:pub struct PrefilterObj(Box<dyn Prefilter>);|
./gentoo-tree/app-shells/zoxide/zoxide-0.9.6-r1.ebuild	clap_complete	4.5.1	18	./crates-cache/clap_complete-4.5.1/src/dynamic/shells/bash.rs:16:        buf: &mut dyn std::io::Write,|./crates-cache/clap_complete-4.5.1/src/dynamic/shells/bash.rs:60:        buf: &mut dyn std::io::Write,|./crates-cache/clap_complete-4.5.1/src/dynamic/shells/shell.rs:54:    fn completer(&self) -> &dyn crate::dynamic::Completer {|
./gentoo-tree/app-shells/zoxide/zoxide-0.9.4-r1.ebuild	clap_complete	4.5.1	18	./crates-cache/clap_complete-4.5.1/src/dynamic/shells/bash.rs:16:        buf: &mut dyn std::io::Write,|./crates-cache/clap_complete-4.5.1/src/dynamic/shells/bash.rs:60:        buf: &mut dyn std::io::Write,|./crates-cache/clap_complete-4.5.1/src/dynamic/shells/shell.rs:54:    fn completer(&self) -> &dyn crate::dynamic::Completer {|
./gentoo-tree/app-shells/zoxide/zoxide-0.9.9.ebuild	assert_cmd	2.0.17	16	./crates-cache/assert_cmd-2.0.17/examples/example_fixture.rs:9:fn run() -> Result<(), Box<dyn Error>> {|./crates-cache/assert_cmd-2.0.17/src/cargo.rs:170:    cause: Option<Box<dyn Error + Send + Sync + 'static>>,|./crates-cache/assert_cmd-2.0.17/src/assert.rs:91:    context: Vec<(&'static str, Box<dyn fmt::Display + Send + Sync>)>,|
./gentoo-tree/app-shells/zoxide/zoxide-0.9.8.ebuild	assert_cmd	2.0.17	16	./crates-cache/assert_cmd-2.0.17/examples/example_fixture.rs:9:fn run() -> Result<(), Box<dyn Error>> {|./crates-cache/assert_cmd-2.0.17/src/cargo.rs:170:    cause: Option<Box<dyn Error + Send + Sync + 'static>>,|./crates-cache/assert_cmd-2.0.17/src/assert.rs:91:    context: Vec<(&'static str, Box<dyn fmt::Display + Send + Sync>)>,|
./gentoo-tree/app-shells/zoxide/zoxide-0.9.7.ebuild	assert_cmd	2.0.16	16	./crates-cache/assert_cmd-2.0.16/examples/example_fixture.rs:9:fn run() -> Result<(), Box<dyn Error>> {|./crates-cache/assert_cmd-2.0.16/src/cargo.rs:165:    cause: Option<Box<dyn Error + Send + Sync + 'static>>,|./crates-cache/assert_cmd-2.0.16/src/assert.rs:91:    context: Vec<(&'static str, Box<dyn fmt::Display + Send + Sync>)>,|
./gentoo-tree/app-shells/zoxide/zoxide-0.9.6-r1.ebuild	assert_cmd	2.0.14	16	./crates-cache/assert_cmd-2.0.14/examples/example_fixture.rs:7:fn run() -> Result<(), Box<dyn Error>> {|./crates-cache/assert_cmd-2.0.14/src/cargo.rs:165:    cause: Option<Box<dyn Error + Send + Sync + 'static>>,|./crates-cache/assert_cmd-2.0.14/src/assert.rs:91:    context: Vec<(&'static str, Box<dyn fmt::Display + Send + Sync>)>,|
./gentoo-tree/app-shells/zoxide/zoxide-0.9.4-r1.ebuild	assert_cmd	2.0.14	16	./crates-cache/assert_cmd-2.0.14/examples/example_fixture.rs:7:fn run() -> Result<(), Box<dyn Error>> {|./crates-cache/assert_cmd-2.0.14/src/cargo.rs:165:    cause: Option<Box<dyn Error + Send + Sync + 'static>>,|./crates-cache/assert_cmd-2.0.14/src/assert.rs:91:    context: Vec<(&'static str, Box<dyn fmt::Display + Send + Sync>)>,|
./gentoo-tree/app-shells/zoxide/zoxide-0.9.7.ebuild	anstream	0.6.15	14	./crates-cache/anstream-0.6.15/src/wincon.rs:116:    raw: &mut dyn anstyle_wincon::WinconStream,|./crates-cache/anstream-0.6.15/src/wincon.rs:134:    raw: &mut dyn anstyle_wincon::WinconStream,|./crates-cache/anstream-0.6.15/src/wincon.rs:160:    raw: &mut dyn anstyle_wincon::WinconStream,|
./gentoo-tree/app-shells/zoxide/zoxide-0.9.6-r1.ebuild	anstream	0.6.12	14	./crates-cache/anstream-0.6.12/src/wincon.rs:116:    raw: &mut dyn anstyle_wincon::WinconStream,|./crates-cache/anstream-0.6.12/src/wincon.rs:134:    raw: &mut dyn anstyle_wincon::WinconStream,|./crates-cache/anstream-0.6.12/src/wincon.rs:160:    raw: &mut dyn anstyle_wincon::WinconStream,|
./gentoo-tree/app-shells/zoxide/zoxide-0.9.4-r1.ebuild	anstream	0.6.12	14	./crates-cache/anstream-0.6.12/src/wincon.rs:116:    raw: &mut dyn anstyle_wincon::WinconStream,|./crates-cache/anstream-0.6.12/src/wincon.rs:134:    raw: &mut dyn anstyle_wincon::WinconStream,|./crates-cache/anstream-0.6.12/src/wincon.rs:160:    raw: &mut dyn anstyle_wincon::WinconStream,|
./gentoo-tree/app-shells/zoxide/zoxide-0.9.9.ebuild	aho-corasick	1.1.3	12	./crates-cache/aho-corasick-1.1.3/src/packed/teddy/builder.rs:330:    imp: Arc<dyn SearcherT>,|./crates-cache/aho-corasick-1.1.3/src/util/prefilter.rs:34:    finder: Arc<dyn PrefilterI>,|./crates-cache/aho-corasick-1.1.3/src/util/prefilter.rs:556:            let finder: Arc<dyn PrefilterI> = match len {|
./gentoo-tree/app-shells/zoxide/zoxide-0.9.8.ebuild	aho-corasick	1.1.3	12	./crates-cache/aho-corasick-1.1.3/src/packed/teddy/builder.rs:330:    imp: Arc<dyn SearcherT>,|./crates-cache/aho-corasick-1.1.3/src/util/prefilter.rs:34:    finder: Arc<dyn PrefilterI>,|./crates-cache/aho-corasick-1.1.3/src/util/prefilter.rs:556:            let finder: Arc<dyn PrefilterI> = match len {|
./gentoo-tree/app-shells/zoxide/zoxide-0.9.7.ebuild	aho-corasick	1.1.3	12	./crates-cache/aho-corasick-1.1.3/src/packed/teddy/builder.rs:330:    imp: Arc<dyn SearcherT>,|./crates-cache/aho-corasick-1.1.3/src/util/prefilter.rs:34:    finder: Arc<dyn PrefilterI>,|./crates-cache/aho-corasick-1.1.3/src/util/prefilter.rs:556:            let finder: Arc<dyn PrefilterI> = match len {|
./gentoo-tree/app-shells/zoxide/zoxide-0.9.6-r1.ebuild	aho-corasick	1.1.2	12	./crates-cache/aho-corasick-1.1.2/src/packed/teddy/builder.rs:322:    imp: Arc<dyn SearcherT>,|./crates-cache/aho-corasick-1.1.2/src/util/prefilter.rs:34:    finder: Arc<dyn PrefilterI>,|./crates-cache/aho-corasick-1.1.2/src/util/prefilter.rs:556:            let finder: Arc<dyn PrefilterI> = match len {|
./gentoo-tree/app-shells/zoxide/zoxide-0.9.4-r1.ebuild	aho-corasick	1.1.2	12	./crates-cache/aho-corasick-1.1.2/src/packed/teddy/builder.rs:322:    imp: Arc<dyn SearcherT>,|./crates-cache/aho-corasick-1.1.2/src/util/prefilter.rs:34:    finder: Arc<dyn PrefilterI>,|./crates-cache/aho-corasick-1.1.2/src/util/prefilter.rs:556:            let finder: Arc<dyn PrefilterI> = match len {|
./gentoo-tree/app-shells/zoxide/zoxide-0.9.4-r1.ebuild	askama	0.12.1	10	./crates-cache/askama-0.12.1/src/filters/mod.rs:311:pub fn center(src: &dyn fmt::Display, dst_len: usize) -> Result<String> {|./crates-cache/askama-0.12.1/src/lib.rs:126:    fn dyn_render_into(&self, writer: &mut dyn std::fmt::Write) -> Result<()>;|./crates-cache/askama-0.12.1/src/lib.rs:129:    fn dyn_write_into(&self, writer: &mut dyn std::io::Write) -> std::io::Result<()>;|
./gentoo-tree/app-shells/zoxide/zoxide-0.9.9.ebuild	bstr	1.12.0	9	./crates-cache/bstr-1.12.0/examples/words.rs:6:fn main() -> Result<(), Box<dyn Error>> {|./crates-cache/bstr-1.12.0/examples/uppercase.rs:6:fn main() -> Result<(), Box<dyn Error>> {|./crates-cache/bstr-1.12.0/examples/lines-std.rs:4:fn main() -> Result<(), Box<dyn Error>> {|
./gentoo-tree/app-shells/zoxide/zoxide-0.9.9.ebuild	askama_derive	0.14.0	9	./crates-cache/askama_derive-0.14.0/src/integration.rs:70:                values: &dyn askama::Values\|./crates-cache/askama_derive-0.14.0/src/integration.rs:343:            __askama_values: &dyn askama::Values,\|./crates-cache/askama_derive-0.14.0/src/integration.rs:359:            __askama_values: &dyn askama::Values,\|
./gentoo-tree/app-shells/zoxide/zoxide-0.9.8.ebuild	bstr	1.12.0	9	./crates-cache/bstr-1.12.0/examples/words.rs:6:fn main() -> Result<(), Box<dyn Error>> {|./crates-cache/bstr-1.12.0/examples/uppercase.rs:6:fn main() -> Result<(), Box<dyn Error>> {|./crates-cache/bstr-1.12.0/examples/lines-std.rs:4:fn main() -> Result<(), Box<dyn Error>> {|
./gentoo-tree/app-shells/zoxide/zoxide-0.9.8.ebuild	askama_derive	0.14.0	9	./crates-cache/askama_derive-0.14.0/src/integration.rs:70:                values: &dyn askama::Values\|./crates-cache/askama_derive-0.14.0/src/integration.rs:343:            __askama_values: &dyn askama::Values,\|./crates-cache/askama_derive-0.14.0/src/integration.rs:359:            __askama_values: &dyn askama::Values,\|
./gentoo-tree/app-shells/zoxide/zoxide-0.9.7.ebuild	bstr	1.10.0	9	./crates-cache/bstr-1.10.0/examples/words.rs:6:fn main() -> Result<(), Box<dyn Error>> {|./crates-cache/bstr-1.10.0/examples/uppercase.rs:6:fn main() -> Result<(), Box<dyn Error>> {|./crates-cache/bstr-1.10.0/examples/lines-std.rs:4:fn main() -> Result<(), Box<dyn Error>> {|
./gentoo-tree/app-shells/zoxide/zoxide-0.9.6-r1.ebuild	bstr	1.9.0	9	./crates-cache/bstr-1.9.0/examples/words.rs:6:fn main() -> Result<(), Box<dyn Error>> {|./crates-cache/bstr-1.9.0/examples/uppercase.rs:6:fn main() -> Result<(), Box<dyn Error>> {|./crates-cache/bstr-1.9.0/examples/lines-std.rs:4:fn main() -> Result<(), Box<dyn Error>> {|
./gentoo-tree/app-shells/zoxide/zoxide-0.9.4-r1.ebuild	bstr	1.9.0	9	./crates-cache/bstr-1.9.0/examples/words.rs:6:fn main() -> Result<(), Box<dyn Error>> {|./crates-cache/bstr-1.9.0/examples/uppercase.rs:6:fn main() -> Result<(), Box<dyn Error>> {|./crates-cache/bstr-1.9.0/examples/lines-std.rs:4:fn main() -> Result<(), Box<dyn Error>> {|
./gentoo-tree/app-shells/mcfly/mcfly-0.5.13-r1.ebuild	bstr	0.2.12	9	./crates-cache/bstr-0.2.12/examples/words.rs:8:fn main() -> Result<(), Box<dyn Error>> {|./crates-cache/bstr-0.2.12/examples/uppercase.rs:8:fn main() -> Result<(), Box<dyn Error>> {|./crates-cache/bstr-0.2.12/examples/lines-std.rs:4:fn main() -> Result<(), Box<dyn Error>> {|
./gentoo-tree/app-shells/zoxide/zoxide-0.9.9.ebuild	anstyle	1.0.10	7	./crates-cache/anstyle-1.0.10/src/style.rs:131:    pub fn write_to(self, write: &mut dyn std::io::Write) -> std::io::Result<()> {|./crates-cache/anstyle-1.0.10/src/style.rs:166:    pub fn write_reset_to(self, write: &mut dyn std::io::Write) -> std::io::Result<()> {|./crates-cache/anstyle-1.0.10/src/effect.rs:174:    pub(crate) fn write_to(self, write: &mut dyn std::io::Write) -> std::io::Result<()> {|
./gentoo-tree/app-shells/zoxide/zoxide-0.9.8.ebuild	anstyle	1.0.10	7	./crates-cache/anstyle-1.0.10/src/style.rs:131:    pub fn write_to(self, write: &mut dyn std::io::Write) -> std::io::Result<()> {|./crates-cache/anstyle-1.0.10/src/style.rs:166:    pub fn write_reset_to(self, write: &mut dyn std::io::Write) -> std::io::Result<()> {|./crates-cache/anstyle-1.0.10/src/effect.rs:174:    pub(crate) fn write_to(self, write: &mut dyn std::io::Write) -> std::io::Result<()> {|
./gentoo-tree/app-shells/zoxide/zoxide-0.9.7.ebuild	anstyle	1.0.8	7	./crates-cache/anstyle-1.0.8/src/style.rs:131:    pub fn write_to(self, write: &mut dyn std::io::Write) -> std::io::Result<()> {|./crates-cache/anstyle-1.0.8/src/style.rs:166:    pub fn write_reset_to(self, write: &mut dyn std::io::Write) -> std::io::Result<()> {|./crates-cache/anstyle-1.0.8/src/effect.rs:174:    pub(crate) fn write_to(self, write: &mut dyn std::io::Write) -> std::io::Result<()> {|
./gentoo-tree/app-shells/zoxide/zoxide-0.9.6-r1.ebuild	anstyle	1.0.6	7	./crates-cache/anstyle-1.0.6/src/style.rs:131:    pub fn write_to(self, write: &mut dyn std::io::Write) -> std::io::Result<()> {|./crates-cache/anstyle-1.0.6/src/style.rs:166:    pub fn write_reset_to(self, write: &mut dyn std::io::Write) -> std::io::Result<()> {|./crates-cache/anstyle-1.0.6/src/effect.rs:165:    pub(crate) fn write_to(self, write: &mut dyn std::io::Write) -> std::io::Result<()> {|
./gentoo-tree/app-shells/zoxide/zoxide-0.9.4-r1.ebuild	anstyle	1.0.6	7	./crates-cache/anstyle-1.0.6/src/style.rs:131:    pub fn write_to(self, write: &mut dyn std::io::Write) -> std::io::Result<()> {|./crates-cache/anstyle-1.0.6/src/style.rs:166:    pub fn write_reset_to(self, write: &mut dyn std::io::Write) -> std::io::Result<()> {|./crates-cache/anstyle-1.0.6/src/effect.rs:165:    pub(crate) fn write_to(self, write: &mut dyn std::io::Write) -> std::io::Result<()> {|
./gentoo-tree/app-shells/zoxide/zoxide-0.9.7.ebuild	ahash	0.8.11	4	./crates-cache/ahash-0.8.11/src/hash_quality_test.rs:232:fn hash<H: Hash, T: Hasher>(b: &H, hash_builder: &dyn Fn() -> T) -> u64 {|./crates-cache/ahash-0.8.11/src/random_state.rs:118:        static RAND_SOURCE: OnceBox<Box<dyn RandomSource + Send + Sync>> = OnceBox::new();|./crates-cache/ahash-0.8.11/src/random_state.rs:177:            fn get_src() -> &'static dyn RandomSource {|
./gentoo-tree/app-shells/zoxide/zoxide-0.9.6-r1.ebuild	ahash	0.8.11	4	./crates-cache/ahash-0.8.11/src/hash_quality_test.rs:232:fn hash<H: Hash, T: Hasher>(b: &H, hash_builder: &dyn Fn() -> T) -> u64 {|./crates-cache/ahash-0.8.11/src/random_state.rs:118:        static RAND_SOURCE: OnceBox<Box<dyn RandomSource + Send + Sync>> = OnceBox::new();|./crates-cache/ahash-0.8.11/src/random_state.rs:177:            fn get_src() -> &'static dyn RandomSource {|
./gentoo-tree/app-shells/mcfly/mcfly-0.5.13-r1.ebuild	crossbeam-utils	0.7.2	4	./crates-cache/crossbeam-utils-0.7.2/tests/thread.rs:102:        .downcast_ref::<Vec<Box<dyn Any + Send + 'static>>>()|./crates-cache/crossbeam-utils-0.7.2/tests/thread.rs:122:        .downcast_ref::<Vec<Box<dyn Any + Send + 'static>>>()|./crates-cache/crossbeam-utils-0.7.2/src/thread.rs:426:                let closure: Box<dyn FnMut() + Send + 'env> = Box::new(closure);|
./gentoo-tree/app-shells/zoxide/zoxide-0.9.9.ebuild	anstyle-wincon	3.0.8	3	./crates-cache/anstyle-wincon-3.0.8/src/stream.rs:34:impl WinconStream for dyn std::io::Write {|./crates-cache/anstyle-wincon-3.0.8/src/stream.rs:45:impl WinconStream for dyn std::io::Write + Send {|./crates-cache/anstyle-wincon-3.0.8/src/stream.rs:56:impl WinconStream for dyn std::io::Write + Send + Sync {|
./gentoo-tree/app-shells/zoxide/zoxide-0.9.8.ebuild	anstyle-wincon	3.0.8	3	./crates-cache/anstyle-wincon-3.0.8/src/stream.rs:34:impl WinconStream for dyn std::io::Write {|./crates-cache/anstyle-wincon-3.0.8/src/stream.rs:45:impl WinconStream for dyn std::io::Write + Send {|./crates-cache/anstyle-wincon-3.0.8/src/stream.rs:56:impl WinconStream for dyn std::io::Write + Send + Sync {|
./gentoo-tree/app-shells/mcfly/mcfly-0.5.13-r1.ebuild	arrayvec	0.5.1	3	./crates-cache/arrayvec-0.5.1/tests/tests.rs:261:    &data as &dyn Send;|./crates-cache/arrayvec-0.5.1/tests/tests.rs:262:    &data as &dyn Sync;|./crates-cache/arrayvec-0.5.1/tests/tests.rs:498:    let t = || -> Result<(), Box<dyn Error>> {|
./gentoo-tree/app-shells/zoxide/zoxide-0.9.7.ebuild	anstyle-wincon	3.0.4	2	./crates-cache/anstyle-wincon-3.0.4/src/stream.rs:12:impl WinconStream for Box<dyn std::io::Write> {|./crates-cache/anstyle-wincon-3.0.4/src/stream.rs:23:impl WinconStream for &'_ mut Box<dyn std::io::Write> {||
./gentoo-tree/app-shells/zoxide/zoxide-0.9.6-r1.ebuild	anstyle-wincon	3.0.2	2	./crates-cache/anstyle-wincon-3.0.2/src/stream.rs:12:impl WinconStream for Box<dyn std::io::Write> {|./crates-cache/anstyle-wincon-3.0.2/src/stream.rs:23:impl WinconStream for &'_ mut Box<dyn std::io::Write> {||
./gentoo-tree/app-shells/zoxide/zoxide-0.9.4-r1.ebuild	anstyle-wincon	3.0.2	2	./crates-cache/anstyle-wincon-3.0.2/src/stream.rs:12:impl WinconStream for Box<dyn std::io::Write> {|./crates-cache/anstyle-wincon-3.0.2/src/stream.rs:23:impl WinconStream for &'_ mut Box<dyn std::io::Write> {||
./gentoo-tree/app-shells/zoxide/zoxide-0.9.9.ebuild	clap_complete_nushell	4.5.5	1	./crates-cache/clap_complete_nushell-4.5.5/src/lib.rs:38:    fn generate(&self, cmd: &Command, buf: &mut dyn std::io::Write) {||
./gentoo-tree/app-shells/zoxide/zoxide-0.9.9.ebuild	clap_complete_fig	4.5.2	1	./crates-cache/clap_complete_fig-4.5.2/src/fig.rs:17:    fn generate(&self, cmd: &Command, buf: &mut dyn std::io::Write) {||
./gentoo-tree/app-shells/zoxide/zoxide-0.9.9.ebuild	clap	4.5.38	1	./crates-cache/clap-4.5.38/examples/typed-derive.rs:48:fn parse_key_val<T, U>(s: &str) -> Result<(T, U), Box<dyn Error + Send + Sync + 'static>>||
./gentoo-tree/app-shells/zoxide/zoxide-0.9.8.ebuild	clap_complete_nushell	4.5.5	1	./crates-cache/clap_complete_nushell-4.5.5/src/lib.rs:38:    fn generate(&self, cmd: &Command, buf: &mut dyn std::io::Write) {||
./gentoo-tree/app-shells/zoxide/zoxide-0.9.8.ebuild	clap_complete_fig	4.5.2	1	./crates-cache/clap_complete_fig-4.5.2/src/fig.rs:17:    fn generate(&self, cmd: &Command, buf: &mut dyn std::io::Write) {||
./gentoo-tree/app-shells/zoxide/zoxide-0.9.8.ebuild	clap	4.5.38	1	./crates-cache/clap-4.5.38/examples/typed-derive.rs:48:fn parse_key_val<T, U>(s: &str) -> Result<(T, U), Box<dyn Error + Send + Sync + 'static>>||
./gentoo-tree/app-shells/zoxide/zoxide-0.9.7.ebuild	clap_complete_fig	4.5.2	1	./crates-cache/clap_complete_fig-4.5.2/src/fig.rs:17:    fn generate(&self, cmd: &Command, buf: &mut dyn std::io::Write) {||
./gentoo-tree/app-shells/zoxide/zoxide-0.9.7.ebuild	clap	4.5.17	1	./crates-cache/clap-4.5.17/examples/typed-derive.rs:48:fn parse_key_val<T, U>(s: &str) -> Result<(T, U), Box<dyn Error + Send + Sync + 'static>>||
